Row,Price,Value
3748,188.57,-0.4
3749,188.55,0.5
3750,188.08,-0.33
3751,187.56,-0.4
3752,187.46,0.69
3753,187.43,0.55
3754,187.57,-0.53
3755,187.59,0.46
3756,188.00,0.77
3757,187.85,0.89
3758,187.80,-0.93
3759,187.75,0.31
3760,187.84,-0.87
3761,188.07,-0.84
3762,188.14,-0.4
3763,187.93,0.8
3764,187.81,0.42
3765,187.87,-0.89
3766,187.85,-0.43
3767,187.64,0.53
3768,187.38,-0.79
3769,187.40,0.68
3770,187.24,0.6
3771,187.31,0.74
3772,187.32,0.37
3773,187.24,-0.73
3774,187.35,-0.23
3775,187.24,0.29
3776,187.32,-0.52
3777,187.32,-0.47
3778,187.61,-0.8
3779,188.76,0.51
3780,188.42,-0.47
3781,187.95,0.65
3782,188.09,0.13
3783,187.47,0.23
3784,187.49,-0.28
3785,187.62,-0.97
3786,187.58,-0.77
3787,187.46,-0.91
3788,187.52,1
3789,187.56,0.27
3790,187.38,-0.04
3791,187.35,-0.73
3792,187.32,-0.13
3793,187.43,-0.99
3794,187.53,0.84
3795,187.61,0.06
3796,187.30,-0.32
3797,187.21,0.44
3798,187.32,0.71
3799,187.40,0.26
3800,187.38,0.68
3801,187.39,-0.8
3802,187.52,0.09
3803,187.33,-0.8
3804,187.53,0.74
3805,187.48,0.36
3806,187.63,0.74
3807,187.61,-0.61
3808,187.70,-0.62
3809,187.78,0.42
3810,187.70,-0.12
3811,187.46,-0.96
3812,187.53,-0.43
3813,187.46,0.77
3814,187.55,-0.37
3815,187.41,-0.34
3816,187.25,-0.02
3817,187.30,-0.24
3818,186.07,0.74
3819,186.23,-0.37
3820,186.10,0.59
3821,186.31,-0.15
3822,186.47,-0.89
3823,186.40,0.25
3824,186.24,0.79
3825,186.06,-0.05
3826,185.92,0.26
3827,186.16,-0.13
3828,186.27,-0.83
3829,186.16,-0.52
3830,186.03,-0.22
3831,186.45,0.9
3832,186.30,-0.82
3833,186.54,-0.5
3834,186.40,0.92
3835,186.36,0.46
3836,186.49,0.24
3837,186.68,0.58
3838,186.92,0.59
3839,186.70,-0.69
3840,186.55,0.74
3841,186.78,-0.18
3842,186.63,1
3843,186.74,-0.66
3844,186.70,0.66
3845,187.61,-0.66
3846,187.32,-0.54
3847,187.29,-0.52
3848,187.32,-0.81
3849,187.41,1
3850,187.62,-0.72
3851,187.70,-0.54
3852,187.77,-0.25
3853,188.04,-0.52
3854,188.00,-0.91
3855,187.92,-0.03
3856,188.44,0.54
3857,188.62,0.02
3858,187.59,0.43
3859,187.19,-0.06
3860,187.51,-0.09
3861,187.48,0.14
3862,187.15,0
3863,187.25,0.29
3864,186.96,-0.01
3865,186.43,0.64
3866,186.95,0.78
3867,187.04,-0.6
3868,187.24,0.82
3869,187.23,0
3870,187.39,0.46
3871,187.62,0.16
3872,187.68,-0.4
3873,187.84,-0.39
3874,187.80,0.78
3875,187.95,-0.71
3876,187.95,0.16
3877,187.97,0.79
3878,188.22,0.12
3879,188.38,0.9
3880,188.65,-0.8
3881,188.32,-0.31
3882,188.19,0.23
3883,188.21,0.57
3884,188.33,-0.36
3885,188.30,-0.01
3886,188.42,-0.22
3887,188.35,-0.71
3888,188.14,0.47
3889,188.18,0.08
3890,188.39,0.07
3891,188.40,-0.82
3892,188.36,-0.81
3893,188.27,-0.42
3894,188.25,0.04
3895,188.21,0.13
3896,188.10,-0.27
3897,188.36,0.33
3898,188.46,-0.07
3899,188.64,0.42
3900,189.00,0.72
3901,189.31,-0.7
3902,189.44,0.84
3903,189.09,-0.92
3904,189.33,0.59
3905,189.43,0.32
3906,189.18,-0.24
3907,189.41,0.59
3908,189.64,0.66
3909,189.53,-0.41
3910,189.39,0.45
3911,189.20,0.13
3912,189.23,-0.97
3913,189.47,0.8
3914,189.47,0.28
3915,189.47,0.46
3916,189.43,-0.37
3917,189.48,-0.34
3918,189.43,-0.53
3919,189.28,0.13
3920,189.22,-0.7
3921,189.08,-0.52
3922,188.86,0.46
3923,188.86,0
3924,188.79,0.59
3925,188.94,-0.63
3926,188.58,0.13
3927,188.44,-0.68
3928,188.61,0.68
3929,188.53,-0.55
3930,188.62,0.47
3931,188.71,0.76
3932,188.62,0.85
3933,188.33,-0.81
3934,188.55,-0.75
3935,187.45,0.78
3936,187.93,0.72
3937,188.35,-0.08
3938,188.63,0.22
3939,188.27,-0.25
3940,188.22,-0.79
3941,188.24,0.82
3942,188.49,-0.35
3943,188.10,-0.93
3944,187.88,-0.44
3945,187.93,0.75
3946,187.85,-0.58
3947,187.47,-0.07
3948,187.27,-0.99
3949,187.26,0.36
3950,187.06,-0.24
3951,187.16,0.07
3952,187.23,0.32
3953,187.50,-0.4
3954,187.61,-0.19
3955,187.66,0.78
3956,187.24,-0.71
3957,187.29,-0.82
3958,187.33,-0.95
3959,187.14,0.61
3960,187.57,-0.66
3961,187.30,-0.85
3962,187.33,-0.56
3963,187.28,0.93
3964,187.54,-0.84
3965,187.53,0.74
3966,187.25,-0.91
3967,187.14,-0.51
3968,187.22,-0.88
3969,187.11,-0.44
3970,187.26,-0.91
3971,187.61,0.26
3972,187.97,0.14
3973,187.86,0.86
3974,187.41,0.77
3975,187.53,-0.76
3976,187.11,0.33
3977,187.16,0.24
3978,186.98,0.42
3979,186.93,-0.09
3980,186.84,-0.38
3981,187.34,-0.13
3982,187.06,0.93
3983,187.05,0.73
3984,186.87,0.82
3985,186.83,-0.47
3986,187.01,0.2
3987,186.89,0.25
3988,187.11,-0.57
3989,187.08,0.75
3990,187.30,0.55
3991,187.40,-0.32
3992,187.31,-0.21
3993,187.18,0.1
3994,187.20,0.26
3995,187.16,0.43
3996,187.33,0.94
3997,187.32,0.2
3998,187.39,-0.83
3999,187.48,0.05
4000,187.34,0.73
4001,187.44,-0.7
4002,187.45,0.76
4003,187.40,-0.83
4004,187.44,0.58
4005,187.48,-0.89
4006,187.54,0.03
4007,187.48,-0.69
4008,187.50,-0.01
4009,187.24,-0.23
4010,187.34,0.95
4011,187.31,0.79
4012,187.49,0.09
4013,187.48,0.34
4014,187.32,-0.07
4015,187.29,-0.96
4016,187.07,-0.78
4017,187.19,-0.38
4018,187.21,0.38
4019,187.08,0.07
4020,186.39,0.97
4021,186.62,0.93
4022,186.68,-0.99
4023,186.62,-0.06
4024,187.29,0.53
4025,187.80,-0.91
4026,187.84,-0.62
4027,187.85,-0.5
4028,187.53,-0.44
4029,187.69,0.85
4030,187.41,0.97
4031,187.40,0.5
4032,187.76,-0.97
4033,187.63,-0.45
4034,187.42,0.52
4035,187.47,0.19
4036,187.54,-0.48
4037,187.53,0.98
4038,187.45,-0.28
4039,186.90,0.53
4040,186.72,-0.98
4041,186.93,0.37
4042,186.90,-0.84
4043,186.88,0.07
4044,187.08,-0.42
4045,187.27,0.45
4046,187.36,-0.82
4047,187.35,-0.73
4048,187.25,0.7
4049,187.10,0.92
4050,187.13,0.92
4051,186.87,0.2
4052,188.42,0.61
4053,188.39,0.63
4054,188.47,0.44
4055,188.39,0.22
4056,188.45,0.7
4057,188.78,-0.68
4058,188.98,0.64
4059,188.99,-0.55
4060,189.18,-0.36
4061,189.38,0.61
4062,189.25,0.58
4063,189.41,0.52
4064,189.59,0.59
4065,189.77,0.63
4066,189.74,0.47
4067,189.68,0.93
4068,189.89,0.35
4069,189.68,-0.67
4070,189.88,-0.56
4071,189.86,-0.05
4072,189.89,0.5
4073,189.93,-0.95
4074,189.92,-0.21
4075,189.93,-0.93
4076,189.97,-0.69
4077,190.05,0.77
4078,190.09,0.64
4079,189.76,0.84
4080,189.82,-0.03
4081,189.89,0.51
4082,189.87,-0.79
4083,189.92,0.72
4084,189.95,-0.15
4085,189.76,0.66
4086,189.78,0.12
4087,189.80,-0.63
4088,189.93,-0.22
4089,189.98,-0.41
4090,190.22,0.65
4091,192.58,-0.52
4092,192.36,-0.67
4093,192.23,-0.19
4094,191.84,-0.83
4095,192.10,-0.28
4096,192.07,0.01
4097,191.71,-0.21
4098,192.07,-0.37
4099,192.15,0.32
4100,192.12,0.25
4101,192.07,0.32
4102,192.13,0.97
4103,192.26,-0.55
4104,192.32,-0.37
4105,192.45,0.82
4106,192.69,-0.66
4107,193.06,0.87
4108,193.32,-0.42
4109,193.18,-0.75
4110,192.86,-0.64
4111,192.85,-0.5
4112,192.96,0.22
4113,193.12,0.38
4114,192.96,-0.71
4115,192.60,0.55
4116,192.33,0.36
4117,192.24,-0.94
4118,192.12,0.43
4119,191.77,0.32
4120,191.77,-0.41
4121,191.81,0.64
4122,191.81,-0.63
4123,192.06,0.06
4124,192.00,-0.46
4125,191.93,0.16
4126,191.51,0.34
4127,191.93,-0.35
4128,191.86,-0.46
4129,191.81,-0.15
4130,193.04,-0.4
4131,192.54,-0.79
4132,192.98,-0.58
4133,193.42,0.72
4134,193.78,-0.41
4135,193.63,0.2
4136,193.40,-0.02
4137,193.38,-0.13
4138,193.69,-0.71
4139,193.07,0.02
4140,193.50,0.35
4141,193.40,0.91
4142,193.24,0.14
4143,193.16,0.47
4144,193.21,0.84
4145,193.05,-0.28
4146,192.87,0.12
4147,192.93,0.27
4148,192.95,0.35
4149,192.92,0.5
4150,193.09,-0.2
4151,193.12,0.25
4152,193.11,0.13
4153,193.18,-0.98
4154,193.08,0.92
4155,193.17,0.81
4156,193.05,0.1
4157,193.01,-0.95
4158,193.15,-0.86
4159,193.07,-0.86
4160,192.94,0.58
4161,193.07,0.83
4162,193.23,-0.76
4163,193.18,-0.59
4164,193.01,-0.4
4165,193.09,0.68
4166,193.25,-0.12
4167,193.57,-0.8
4168,193.32,0.55
4169,193.55,-0.22
4170,193.43,0.04
4171,193.00,-0.16
4172,192.80,0.21
4173,192.41,0.06
4174,192.68,0.39
4175,192.57,-0.27
4176,191.97,0.75
4177,192.44,0.94
4178,192.67,0.4
4179,192.96,-0.01
4180,193.17,-0.44
4181,193.01,-0.18
4182,193.08,0.15
4183,193.04,-0.26
4184,192.70,-0.97
4185,192.82,0.91
4186,192.82,0.32
4187,192.79,0.68
4188,192.78,-0.56
4189,192.96,-0.31
4190,193.01,-0.59
4191,192.86,0.21
4192,192.72,0.39
4193,192.75,0.27
4194,192.82,-0.97
4195,192.70,-0.65
4196,192.76,0.56
4197,192.95,0.36
4198,193.13,-0.84
4199,193.33,0.56
4200,193.43,-0.64
4201,193.45,-0.46
4202,193.32,-0.2
4203,193.43,-0.5
4204,193.38,0.42
4205,193.34,-0.89
4206,193.46,-0.7
4207,194.07,-0.89
4208,193.57,-0.11
4209,193.69,0.06
4210,193.80,-0.23
4211,193.28,0.86
4212,193.27,-0.74
4213,193.14,0.47
4214,192.72,-0.85
4215,192.70,0.07
4216,193.26,-0.07
4217,193.05,-0.76
4218,193.38,-0.68
4219,193.32,-0.13
4220,193.23,-0.97
4221,193.20,-0.34
4222,193.32,0.85
4223,193.34,0.53
4224,193.17,0.14
4225,193.33,0
4226,193.19,-0.88
4227,193.01,0.77
4228,193.22,0.09
4229,193.20,0.84
4230,193.12,0.81
4231,193.07,-0.61
4232,192.79,-0.59
4233,192.98,-0.07
4234,192.58,0.81
4235,192.87,0.08
4236,193.00,-0.93
4237,193.00,0.55
4238,193.32,-0.17
4239,193.42,-0.17
4240,193.36,-0.1
4241,193.21,-0.09
4242,193.36,0.6
4243,193.68,0.03
4244,193.82,-0.13
4245,193.26,-0.84
4246,193.50,0.53
4247,190.30,-0.2
4248,190.36,0.47
4249,190.81,-0.89
4250,190.50,0.9
4251,190.72,0.64
4252,190.37,0.62
4253,190.00,0.7
4254,190.35,-1
4255,190.46,-0.27
4256,190.41,0.94
4257,190.74,-0.19
4258,190.75,-0.54
4259,190.62,0.14
4260,190.57,-0.57
4261,190.56,0.61
4262,190.83,0.09
4263,190.78,0.56
4264,190.96,0.51
4265,190.93,-0.72
4266,190.92,0.99
4267,191.10,0.02
4268,191.11,-1
4269,191.28,-0.45
4270,191.36,0.64
4271,191.18,-0.51
4272,191.12,0.6
4273,191.14,-0.36
4274,191.26,-0.23
4275,191.38,0.84
4276,191.16,-0.15
4277,191.36,-0.64
4278,191.35,0.06
4279,191.38,0.96
4280,191.52,0.82
4281,191.49,0.8
4282,191.55,-0.92
4283,191.59,-0.08
4284,191.61,-0.4
4285,191.48,0.55
4286,191.64,0.52
4287,191.40,-0.93
4288,191.12,0.02
4289,190.80,-0.46
4290,190.68,0.73
4291,190.63,0.21
4292,190.50,0.04
4293,190.30,0.25
4294,190.54,-0.92
4295,190.76,-0.39
4296,190.65,-0.63
4297,190.80,0.39
4298,190.99,0.75
4299,191.11,0.02
4300,191.17,-0.88
4301,191.34,0.3
4302,191.41,-0.6
4303,191.42,0.14
4304,191.65,0.55
4305,191.67,-0.42
4306,191.72,0.07
4307,191.55,-0.01
4308,191.70,0.62
4309,191.71,-0.68
4310,191.69,-1
4311,191.56,0.47
4312,191.38,0.99
4313,191.27,-0.59
4314,191.40,0.31
4315,191.43,-0.22
4316,191.32,-0.84
4317,191.31,-0.79
4318,191.39,-0.68
4319,191.32,0.91
4320,191.30,0.44
4321,191.46,0.13
4322,191.33,-0.15
4323,191.36,0.25
4324,191.27,-0.23
4325,191.45,0.42
4326,191.43,0.97
4327,191.23,0.73
4328,191.56,-0.18
4329,191.63,0.51
4330,191.51,0.99
4331,191.43,0.55
4332,191.61,-0.03
4333,191.49,0.22
4334,191.40,0.76
4335,191.30,-0.32
4336,191.40,-0.21
4337,191.44,-0.86
4338,191.58,-0.29
4339,191.69,-0.53
4340,191.66,0.56
4341,191.76,0.25
4342,191.69,-0.2
4343,191.76,-0.63
4344,191.77,0.4
4345,191.80,0.3
4346,192.17,-0.26
4347,192.27,0.1
4348,192.52,0.97
4349,192.33,0.28
4350,192.26,-0.73
4351,192.40,0.28
4352,192.20,-0.86
4353,191.97,-0.58
4354,191.54,0.14
4355,191.52,-0.96
4356,191.48,0.56
4357,191.31,0.29
4358,191.49,-0.78
4359,191.71,0.22
4360,191.78,-0.77
4361,191.78,0.76
4362,191.76,0.19
4363,192.25,-0.17
4364,192.32,0.82
4365,192.16,0.62
4366,192.37,-0.55
4367,192.14,0.91
4368,192.46,0.37
4369,192.40,0.99
4370,192.19,0.63
4371,192.26,0.84
4372,192.50,0.79
4373,192.70,-0.37
4374,192.72,0.12
4375,192.66,0.14
4376,192.80,-0.65
4377,192.81,0.26
4378,192.74,-0.69
4379,192.65,-0.23
4380,192.40,-0.21
4381,192.34,-0.75
4382,192.34,0.17
4383,192.20,-0.49
4384,192.18,0.79
4385,192.05,-0.51
4386,192.13,-0.9
4387,192.20,0.87
4388,192.24,0.56
4389,192.23,-0.99
4390,192.18,0.54
4391,191.24,0.11
4392,191.37,0.82
4393,191.10,-0.05
4394,191.17,0.25
4395,190.97,0.29
4396,191.49,0.43
4397,191.71,-0.96
4398,191.75,-0.22
4399,191.12,0.3
4400,191.01,0.16
4401,190.89,0.94
4402,190.69,0.13
4403,191.02,0.99
4404,190.29,0.99
4405,190.63,-0.79
4406,191.28,0.71
4407,191.34,0.8
4408,191.33,0.61
4409,191.09,0.86
4410,190.93,-0.96
4411,190.53,0.78
4412,190.84,-0.36
4413,191.07,-0.31
4414,191.08,-0.68
4415,191.33,0.27
4416,191.16,0.34
4417,191.12,0.11
4418,191.04,-0.61
4419,190.98,-0.15
4420,190.84,0.42
4421,190.78,-0.42
4422,190.63,-0.87
4423,190.76,-0.98
4424,190.84,-0.71
4425,190.93,-0.86
4426,191.03,0.94
4427,191.21,0.96
4428,191.04,0.56
4429,190.96,0.48
4430,191.05,-0.35
4431,191.01,0.51
4432,190.98,-0.05
4433,190.91,-0.25
4434,190.87,0.17
4435,190.59,-0.08
4436,190.77,-0.03
4437,190.77,0.97
4438,190.90,-0.28
4439,190.95,0.09
4440,190.96,0.59
4441,190.75,0.04
4442,189.69,-0.22
4443,189.47,-0.73
4444,189.27,0.67
4445,189.34,-0.32
4446,189.23,0.01
4447,188.86,-0.65
4448,188.41,-0.26
4449,188.99,0.26
4450,188.76,-0.34
4451,188.38,-0.52
4452,188.73,-0.19
4453,188.79,-0.84
4454,188.67,0.09
4455,188.81,-0.28
4456,189.10,0.02
4457,188.99,0.22
4458,188.94,-0.76
4459,188.89,-0.31
4460,188.93,0
4461,188.92,-0.86
4462,188.84,0.87
4463,189.03,-0.8
4464,189.00,-0.04
4465,188.85,0.33
4466,188.82,0.57
4467,188.66,0.3
4468,188.67,-0.69
4469,188.72,-0.92
4470,189.01,-0.69
4471,189.38,-0.52
4472,189.28,0.38
4473,189.11,0.08
4474,189.23,0.59
4475,188.90,-0.82
4476,188.76,0.72
4477,188.96,0.74
4478,188.63,-0.27
4479,188.64,-0.52
4480,188.91,-0.88
4481,187.76,0.14
4482,187.91,0.31
4483,188.09,0.02
4484,188.10,0
4485,188.01,-0.35
4486,187.74,-0.41
4487,188.28,-0.29
4488,188.92,-0.12
4489,188.91,-0.3
4490,189.04,-0.28
4491,188.99,-0.05
4492,188.90,-0.16
4493,188.96,-0.91
4494,189.04,0.97
4495,188.95,0.14
4496,189.06,-0.22
4497,188.91,-0.14
4498,188.84,0.48
4499,188.70,-0.67
4500,188.83,-0.06
4501,188.79,-0.04
4502,188.87,-1
4503,188.93,-0.9
4504,189.07,-0.31
4505,189.12,-0.39
4506,189.09,0.26
4507,189.05,0.46
4508,189.15,-0.04
4509,189.15,0.16
4510,189.07,-0.25
4511,189.05,0.62
4512,188.97,0.32
4513,188.97,-0.45
4514,189.04,0.27
4515,188.85,-0.01
4516,188.87,0.44
4517,188.84,0.46
4518,188.98,0.47
4519,188.76,0.16
4520,186.16,0.75
4521,185.67,0.31
4522,185.21,0.23
4523,184.80,-0.45
4524,184.53,-0.95
4525,183.85,-0.82
4526,183.66,0.79
4527,184.69,0.59
4528,184.82,-0.08
4529,184.93,1
4530,184.91,-0.98
4531,184.84,0.88
4532,184.72,-0.37
4533,184.97,-0.27
4534,185.12,-0.97
4535,185.17,0.5
4536,184.94,-0.23
4537,185.08,0.95
4538,185.29,0.66
4539,185.13,0.34
4540,185.17,-0.7
4541,185.16,-1
4542,185.24,0.14
4543,185.26,-0.97
4544,185.42,-0.94
4545,185.69,0.38
4546,185.68,0.37
4547,185.61,0.88
4548,185.66,-0.11
4549,185.67,0.4
4550,185.63,-0.34
4551,185.71,0.1
4552,185.72,-0.84
4553,185.53,0.81
4554,185.40,0.31
4555,185.32,0.22
4556,185.52,0.41
4557,185.54,-0.93
4558,185.77,0.65
4559,186.76,-0.78
4560,186.73,-0.72
4561,186.75,0.84
4562,186.70,-0.02
4563,186.44,-0.33
4564,186.10,-0.01
4565,186.23,-0.48
4566,185.81,-0.5
4567,186.37,0.72
4568,186.33,-0.83
4569,185.98,-0.41
4570,186.05,0.12
4571,185.89,-0.25
4572,185.96,0.94
4573,186.00,-0.81
4574,186.19,0.34
4575,186.34,-0.52
4576,186.57,0.57
4577,186.72,0.84
4578,186.86,0.76
4579,186.85,-0.7
4580,186.82,-0.36
4581,186.69,-0.06
4582,186.61,0.26
4583,186.68,0.6
4584,186.88,0.35
4585,187.11,-0.96
4586,186.70,-0.76
4587,186.77,0.86
4588,186.81,0.39
4589,186.72,0.08
4590,186.50,-0.83
4591,186.40,-0.57
4592,186.65,-0.42
4593,186.63,0.18
4594,186.62,-0.57
4595,186.77,0.36
4596,186.79,-0.84
4597,186.55,0.34
4598,187.08,-0.23
4599,187.78,0.02
4600,187.79,-0.89
4601,187.14,0.53
4602,186.88,0.07
4603,187.08,-0.59
4604,186.87,0.88
4605,186.84,0.03
4606,186.66,-0.26
4607,186.44,0.28
4608,186.76,-0.98
4609,186.66,-0.2
4610,186.87,-0.92
4611,187.11,0.21
4612,186.67,-0.22
4613,186.07,-0.53
4614,186.05,0.81
4615,185.55,0.26
4616,185.21,0.74
4617,185.45,0.47
4618,185.29,0.07
4619,185.27,-0.44
4620,185.46,-0.47
4621,185.42,0.93
4622,185.48,-0.14
4623,185.44,0.8
4624,185.28,-0.88
4625,185.40,-0.25
4626,185.40,-0.23
4627,185.33,0.06
4628,185.35,0.47
4629,185.20,0.75
4630,185.07,0.49
4631,185.33,-0.65
4632,185.11,0.22
4633,185.48,-0.24
4634,185.08,0.51
4635,185.26,-0.41
4636,185.48,0.61
4637,185.70,1
4638,185.31,0.86
4639,185.57,0
4640,185.77,0.6
4641,185.52,0.46
4642,185.11,-0.86
4643,184.86,0.58
4644,185.27,-0.55
4645,185.66,0.88
4646,185.40,0.82
4647,185.38,0.4
4648,185.40,-0.24
4649,185.44,0.54
4650,185.44,0.02
4651,185.28,-0.86
4652,185.29,-0.88
4653,185.33,0.87
4654,185.40,-0.08
4655,185.48,0.15
4656,185.58,-0.2
4657,185.68,-0.17
4658,185.92,-0.51
4659,185.62,0.32
4660,185.76,0.28
4661,185.77,-0.96
4662,185.66,-0.17
4663,185.78,-0.8
4664,185.66,-0.86
4665,185.56,0.62
4666,185.61,0.15
4667,185.68,-0.07
4668,185.81,0.45
4669,185.78,-0.53
4670,185.82,0.4
4671,185.68,0.98
4672,185.77,0.19
4673,185.69,-0.96
4674,185.90,-0.96
4675,184.96,-0.59
4676,184.24,-0.12
4677,183.46,-0.48
4678,183.33,-0.89
4679,183.68,-0.95
4680,183.33,-0.52
4681,183.74,-0.63
4682,183.66,-0.34
4683,183.92,-0.91
4684,183.36,-0.8
4685,183.10,0.69
4686,182.94,0.93
4687,182.68,0.33
4688,182.26,0.8
4689,182.60,-0.72
4690,182.32,-0.93
4691,181.08,0.47
4692,181.10,0.99
4693,181.44,-0.34
4694,181.07,0.74
4695,181.07,0.73
4696,181.21,0.73
4697,181.16,0.91
4698,181.02,-0.11
4699,181.28,-0.71
4700,181.67,0.14
4701,182.14,-0.82
4702,181.76,0.44
4703,181.54,0.59
4704,181.44,0.5
4705,181.39,-0.81
4706,180.88,-0.36
4707,180.84,0.34
4708,181.08,-0.28
4709,181.05,0.63
4710,181.51,0.35
4711,181.46,0.06
4712,182.32,-0.41
4713,182.48,-0.61
4714,182.21,0.49
4715,183.36,-0.49
4716,184.46,-0.47
4717,184.38,-0.03
4718,184.71,0.63
4719,184.74,0.82
4720,184.28,0.86
4721,184.30,-0.73
4722,184.42,0.64
4723,184.81,-0.54
4724,184.74,-0.8
4725,184.94,-0.21
4726,184.88,0.67
4727,184.82,0.91
4728,184.79,0.95
4729,184.83,0.41
4730,185.14,0.52
4731,185.10,0.23
4732,185.07,-0.85
4733,185.12,-0.87
4734,185.21,0.14
4735,185.42,0.59
4736,185.52,-0.36
4737,185.81,0.54
4738,185.93,-0.18
4739,186.31,0.31
4740,186.44,-0.83
4741,186.43,0.01
4742,185.99,-0.65
4743,185.79,-0.04
4744,185.56,-0.84
4745,185.86,-0.46
4746,185.72,0.73
4747,185.43,0.47
4748,185.21,0.71
4749,185.02,-0.69
4750,184.92,-0.28
4751,185.17,-0.96
4752,184.82,-0.83
4753,184.44,0.67
4754,185.83,-0.14
4755,186.11,-0.66
4756,186.34,-0.17
4757,186.17,-0.92
4758,186.68,-0.16
4759,186.67,0.98
4760,187.21,-0.56
4761,187.03,0.93
4762,186.70,-0.09
4763,186.54,0.34
4764,186.98,0.25
4765,186.53,-0.04
4766,186.85,-0.32
4767,186.82,-0.58
4768,186.80,-0.31
4769,186.72,-0.44
4770,186.83,0.6
4771,186.27,-0.87
4772,186.04,0.77
4773,185.79,-0.63
4774,185.26,-0.01
4775,185.07,0.61
4776,184.40,0.21
4777,185.03,0.94
4778,185.10,0.74
4779,184.72,0.09
4780,185.00,0.44
4781,184.70,-0.1
4782,185.05,0.07
4783,184.93,0.63
4784,185.47,-0.74
4785,185.21,0.11
4786,184.91,0.79
4787,184.81,0.63
4788,184.99,0.43
4789,185.31,-0.35
4790,185.18,0.71
4791,184.96,0.55
4792,184.35,-0.11
4793,184.83,-0.29
4794,184.41,0.84
4795,184.98,0.6
4796,184.91,-0.11
4797,184.78,0.81
4798,184.78,-0.54
4799,184.95,0.28
4800,185.03,-0.83
4801,185.47,-0.78
4802,185.11,-0.27
4803,184.95,-0.46
4804,185.23,0.24
4805,185.33,-0.36
4806,184.94,0.71
4807,185.18,-0.13
4808,184.82,-0.63
4809,184.95,0.37
4810,184.66,0.56
4811,184.94,0.26
4812,185.02,0.12
4813,185.04,-0.99
4814,185.08,0.8
4815,185.08,-0.74
4816,185.19,-0.25
4817,184.93,-0.6
4818,185.00,0.55
4819,185.07,0.86
4820,185.12,0.7
4821,185.11,0.08
4822,185.49,-0.75
4823,185.45,-0.63
4824,185.64,-0.84
4825,185.94,0.94
4826,185.93,0.06
4827,186.16,-0.48
4828,186.01,0.3
4829,185.74,0.41
4830,185.76,-0.06
4831,185.47,-0.3
4832,186.80,0.8
4833,186.45,-0.63
4834,186.50,-0.94
4835,186.36,0.5
4836,186.24,0.48
4837,186.23,0.9
4838,186.24,-0.21
4839,186.24,0.22
4840,186.23,0.54
4841,186.45,-0.8
4842,186.36,-0.58
4843,186.28,0.09
4844,186.23,0.75
4845,186.36,0.34
4846,186.08,0.05
4847,186.47,0.95
4848,186.50,-0.28
4849,186.46,0.02
4850,186.34,-0.79
4851,186.20,0.58
4852,186.14,0.5
4853,186.20,0.89
4854,186.27,0.01
4855,186.17,0.07
4856,186.16,0.69
4857,186.20,0.64
4858,186.30,-0.8
4859,186.25,-0.21
4860,186.18,-0.58
4861,186.37,0.92
4862,186.28,-0.37
4863,186.32,-0.1
4864,186.40,0.79
4865,186.39,-0.73
4866,186.28,0.23
4867,186.21,-0.78
4868,185.98,-0.25
4869,185.96,0.9
4870,182.91,-0.21
4871,184.99,0.17
4872,186.15,-0.02
4873,186.15,-0.38
4874,186.12,0.06
4875,186.07,0.67
4876,186.33,-0.14
4877,186.38,0.25
4878,186.47,0.15
4879,186.57,-0.31
4880,186.60,0.42
4881,186.37,-0.13
4882,186.30,-0.75
4883,185.97,-0.25
4884,185.77,0.82
4885,185.98,0.84
4886,185.81,-0.22
4887,185.71,0.81
4888,185.96,0.02
4889,185.70,0.28
4890,185.87,0.13
4891,185.83,-0.96
4892,185.65,0.29
4893,185.39,0.2
4894,185.42,-0.98
4895,185.66,0.44
4896,186.24,-0.39
4897,186.42,0.87
4898,186.67,0.61
4899,186.85,-0.39
4900,186.86,-0.03
4901,186.83,-0.64
4902,186.69,0.27
4903,186.38,0.42
4904,186.47,0.62
4905,186.56,0.76
4906,186.87,0.19
4907,187.03,0.35
4908,186.95,0.37
4909,187.19,-0.07
4910,186.63,-0.38
4911,186.73,-0.4
4912,186.70,-0.09
4913,186.60,-0.53
4914,186.99,-0.18
4915,187.00,-0.35
4916,187.34,-0.68
4917,186.86,-0.01
4918,186.94,-0.27
4919,186.65,-0.36
4920,186.77,-0.34
4921,186.70,0.68
4922,186.62,-0.84
4923,186.57,0.15
4924,186.44,0.99
4925,186.30,-0.25
4926,185.73,-0.13
4927,185.22,0.53
4928,185.05,0.38
4929,184.81,0
4930,183.71,0.77
4931,183.92,-0.67
4932,186.34,-0.38
4933,186.11,0.73
4934,185.53,0.29
4935,185.50,0.1
4936,185.09,0.19
4937,184.92,0.18
4938,184.82,-0.26
4939,185.20,-0.87
4940,184.55,0.15
4941,184.67,-0.52
4942,185.18,-0.52
4943,185.33,-0.03
4944,185.41,-0.83
4945,185.50,0.68
4946,185.46,-0.14
4947,185.83,-0.71
4948,185.95,-0.9
4949,186.00,-0.05
4950,185.88,0.33
4951,185.75,-0.45
4952,185.86,-0.86
4953,185.73,0.07
4954,185.81,0.62
4955,185.73,0.04
4956,185.55,-0.32
4957,185.60,0.61
4958,185.55,-0.85
4959,185.28,0.97
4960,185.37,0.29
4961,185.59,-0.3
4962,185.61,-0.51
4963,185.60,0.16
4964,185.66,-0.64
4965,185.70,0.57
4966,185.81,0.53
4967,185.54,-0.29
